TAZ No., Sector , Community ,DP_DayTimePopulation,DP_POPULATION,DP_TOURIST,DP_ExT_POPULATION,DP_PopExcl.Lab,DP_Total_Emp,DP_Work_M,DP_Work_L,DP_Work_O,DP_BUSINESS,DP_MALL,DP_SHOPPING,DP_PERSONALB,DP_VISITING,DP_OTHERS,DP_ESCORT,DP_PRIMARYS,DP_SECONDS,DP_UNIVERSITY,DP_TOURPOI,DP_01Local_male,DP_02Local_female,DP_03Exp_m_CA_HI,DP_04Exp_m_CA_MI,DP_05Exp_m_CA_LI,DP_06Exp_m_NCA_MI,DP_07Exp_m_NCA_LI,DP_08Exp_f_CA_HI,DP_09Exp_f_CA_MI,DP_10Exp_f_CA_LI,DP_11Exp_f_NCA_MI,DP_12Exp_f_NCA_LI,DP_13Local_P1,DP_15Expat_P1,DP_14Local_P2,DP_16Expat_P2,DP_17Students,DP_18Retired,DP_19LabC_CA,DP_20LabC_NCA,DP_21LabO_CA,DP_22LabO_NCA,DP_23VISITORS_TOURISTS,DP_24VISITORS_ BUSINESS, DC_70COMMCARWP , DC_71SPGENCOMCAR , DC_72JFZ , DC_JFZ , NUMPERSONS(RB) , NUMPERSONS(RT) , NUMPERSONS(VB) , NUMPERSONS(VT) , Airport Zone , AttrAirport_AM , AttrAirport_LT , AttrAirport_PM , DE_50EXTCOM_SHARJAH , DE_51EXTCOM_ABUDHABI , DE_52EXTCOM_OTHEREMIRATES , DE_53EXTREST_SHARJAH , DE_54EXTREST_ABUDHABI , DE_55EXTREST_OTHEREMIRATES , DE_56Ext_LowIncComm_Car , DE_57Ext_LowIncComm_NoCar , ORIGINTRAFFICCORRECTION , CALIFACTOREXTWORKPLACES , ShareWorkplaceTyp1 , ShareWorkplacesAM , ZoneParkType , CarParkCostPerHour 
26500300,2,265," 1,272 "," 1,260 ", 12 , - ," 1,260 ", 436 , 262 , 74 , 100 , 262 , - , 48 , 25 ," 1,260 ", 72 , - , - , - , - , - , 270 , 307 , 25 , 19 , 6 , 10 , 29 , 86 , 42 , - , 43 , 40 , 95 , 28 , 90 , 19 , 85 , 66 , - , - , - , - , 10 , 2 , 262 , - , - , - , 3 , 15 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.60 , 0.42 , NonCBD , - 
26500400,2,265," 1,784 "," 1,767 ", 17 , - ," 1,767 ", 40 , 17 , 18 , 5 , 17 , - , 3 , 2 ," 1,767 ", 5 , - , - , - , - , - , 378 , 430 , 34 , 27 , 9 , 14 , 41 , 121 , 59 , - , 60 , 56 , 133 , 40 , 126 , 27 , 119 , 93 , - , - , - , - , 14 , 3 , 17 , - , - , - , 4 , 21 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.50 , 0.43 , NonCBD , - 
26500500,2,265," 2,713 "," 2,687 ", 26 , - ," 2,687 ", 18 , 4 , 14 , - , 4 , - , - , - ," 2,687 ", - , - , - , - , - , - , 575 , 654 , 52 , 41 , 14 , 22 , 62 , 184 , 90 , - , 92 , 84 , 202 , 61 , 191 , 41 , 181 , 141 , - , - , - , - , 22 , 4 , 4 , - , - , - , 6 , 31 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26500600,2,265, - , - , - , - , - , 496 , 99 , 397 , - , 99 , - , - , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 99 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26500700,2,265," 2,159 "," 2,139 ", 20 , - ," 2,139 ", 116 , 23 , 93 , - , 23 , - , - , 1 ," 2,139 ", - , - , - , - , - , - , 458 , 521 , 42 , 32 , 11 , 17 , 49 , 146 , 72 , - , 73 , 67 , 161 , 48 , 152 , 33 , 144 , 113 , - , - , - , - , 17 , 3 , 23 , - , - , - , 4 , 25 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26600100,2,266, 479 , 475 , 4 , - , 475 , 176 , 33 , 143 , - , 33 , - , - , - , 475 , - , - , - , - , - , - , 101 , 109 , 7 , 17 , 4 , 1 , 9 , 34 , 28 , - , 12 , 10 , 35 , 11 , 33 , 8 , 31 , 25 , - , - , - , - , 1 , 3 , 33 , - , - , - , 3 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26600200,2,266, 966 , 957 , 9 , - , 957 , 415 , 90 , 325 , - , 90 , - , - , 1 , 957 , - , - , - , - , - , - , 203 , 220 , 21 , 16 , 6 , 9 , 25 , 69 , 34 , - , 35 , 32 , 70 , 23 , 66 , 16 , 63 , 49 , - , - , - , - , 8 , 1 , 90 , - , - , - , 2 , 11 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26600300,2,266," 1,337 "," 1,324 ", 13 , - ," 1,324 ", 603 , 132 , 468 , 2 , 132 , - , 1 , 2 ," 1,324 ", 1 , - , - , - , - , - , 281 , 304 , 29 , 23 , 8 , 12 , 35 , 96 , 47 , - , 48 , 44 , 97 , 32 , 91 , 22 , 87 , 68 , - , - , - , - , 11 , 2 , 132 , - , - , - , 3 , 15 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.37 , NonCBD , - 
26600400,2,266, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , - , - , NonCBD , - 
26600500,2,266, 450 , 445 , 5 , - , 445 , 162 , 35 , 127 , - , 35 , - , - , - , 445 , - , - , - , - , - , - , 94 , 102 , 10 , 8 , 3 , 4 , 12 , 32 , 16 , - , 16 , 15 , 32 , 11 , 31 , 7 , 29 , 23 , - , - , - , - , 4 , 1 , 35 , - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
26600600,2,266, 795 , 788 , 7 , - , 788 , 220 , 48 , 169 , 2 , 48 , - , 1 , 1 , 788 , 1 , - , - , - , - , - , 167 , 181 , 17 , 14 , 5 , 7 , 21 , 57 , 28 , - , 29 , 26 , 57 , 19 , 54 , 13 , 52 , 41 , - , - , - , - , 6 , 1 , 48 , - , - , - , 2 , 9 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.36 , NonCBD , - 
26600700,2,266," 1,171 "," 1,160 ", 11 , - ," 1,160 ", 686 , 168 , 507 , 11 , 168 , - , 4 , 4 ," 1,160 ", 7 , - , - , - , 23 , - , 246 , 267 , 25 , 20 , 7 , 11 , 30 , 84 , 41 , - , 42 , 39 , 85 , 28 , 80 , 19 , 76 , 60 , - , - , - , - , 9 , 2 , 168 , - , - , - , 2 , 14 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.47 , 0.38 , NonCBD , - 
26700100,2,267, - , - , - , - , - , 134 , 31 , 100 , 2 , 31 , - , - , 3 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 31 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.41 , NonCBD , - 
26800100,2,268," 5,936 "," 5,881 ", 55 , - ," 5,881 ", 8 , 5 , - , 4 , 5 , - , 2 , - ," 5,881 ", 2 , - , - , - , - , - ," 1,219 "," 1,285 ", 160 , 125 , 42 , 68 , 190 , 434 , 213 , - , 216 , 200 , 413 , 151 , 391 , 102 , 375 , 297 , - , - , - , - , 47 , 8 , 5 , - , - , - , 12 , 68 , 1 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.54 , 0.43 , NonCBD , - 
27100100,2,271," 1,158 "," 1,147 ", 11 , - ," 1,147 ", 652 , 534 , 47 , 71 , 534 , - , - , 45 ," 1,147 ", 75 , - , - , - , - , - , 230 , 242 , 17 , 48 , 19 , 21 , 66 , 27 , 39 , 12 , 37 , 61 , 78 , 30 , 73 , 19 , 71 , 57 , - , - , - , - , 9 , 2 , 534 , - , - , - , 2 , 13 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.62 , 0.47 , NonCBD , - 
27100200,2,271, 318 , 315 , 3 , - , 315 , 99 , 46 , 53 , - , 46 , - , - , 2 , 315 , - , - , - , - , - , - , 63 , 66 , 5 , 13 , 5 , 6 , 18 , 8 , 11 , 3 , 10 , 17 , 21 , 8 , 20 , 5 , 20 , 16 , - , - , - , - , 3 , - , 46 , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.45 , 0.37 , NonCBD , - 
27100300,2,271, - , - , - , - , - , 354 , 70 , 284 , - , 70 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 70 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.45 , 0.36 , NonCBD , - 
27100400,2,271, 11 , 11 , - , - , 11 , 170 , 93 , 74 , 4 , 93 , - , - , 2 , 11 , - , - , - , - , - , - , 2 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , - , - , - , - , - , - , 93 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.54 , 0.40 , NonCBD , - 
27100500,2,271, 547 , 542 , 5 , - , 542 , 622 , 197 , 425 , - , 197 , - , - , 13 , 542 , - , - , - , - , - , - , 108 , 114 , 8 , 22 , 9 , 10 , 31 , 13 , 19 , 5 , 18 , 29 , 37 , 14 , 35 , 9 , 34 , 27 , - , - , - , - , 4 , 1 , 197 , - , - , - , 1 , 6 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.46 , 0.37 , NonCBD , - 
27100600,2,271, 259 , 257 , 2 , - , 257 , 86 , 55 , 31 , - , 55 , - , - , 3 , 257 , - , - , - , - , - , - , 51 , 54 , 4 , 11 , 4 , 5 , 15 , 6 , 9 , 3 , 8 , 14 , 17 , 7 , 16 , 4 , 16 , 13 , - , - , - , - , 2 , - , 55 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.45 , 0.36 , NonCBD , - 
27100700,2,271, 31 , 31 , - , - , 31 , 308 , 94 , 212 , 2 , 94 , - , - , 6 , 31 , - , - , - , - , - , - , 6 , 6 , 0 , 1 , 1 , 1 , 2 , 1 , 1 , 0 , 1 , 2 , 2 , 1 , 2 , 1 , 2 , 1 , - , - , - , - , - , - , 94 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.53 , 0.40 , NonCBD , - 
27100800,2,271, 144 , 143 , 1 , - , 143 , 90 , 75 , - , 16 , 75 , - , 7 , 4 , 143 , 9 , - , - , - , - , - , 29 , 30 , 2 , 6 , 2 , 3 , 8 , 3 , 5 , 1 , 5 , 8 , 10 , 4 , 9 , 2 , 9 , 7 , - , - , - , - , 1 , - , 75 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.49 , 0.38 , NonCBD , - 
27100900,2,271, 36 , 36 , - , - , 36 , 428 , 203 , 205 , 19 , 203 , - , - , 17 , 36 , 10 , - , - , - , - , - , 7 , 8 , 1 , 1 , 1 , 1 , 2 , 1 , 1 , 0 , 1 , 2 , 2 , 1 , 2 , 1 , 2 , 2 , - , - , - , - , - , - , 203 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.52 , 0.44 , NonCBD , - 
27101000,2,271, 72 , 71 , 1 , - , 71 , 143 , 114 , 25 , 4 , 114 , - , - , 5 , 71 , - , - , - , - , - , - , 14 , 15 , 1 , 3 , 1 , 1 , 4 , 2 , 2 , 1 , 2 , 4 , 5 , 2 , 5 , 1 , 4 , 4 , - , - , - , - , 1 , - , 114 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.54 , 0.40 , NonCBD , - 
27101100,2,271, 157 , 156 , 1 , - , 156 , 291 , 177 , 106 , 8 , 177 , - , - , 10 , 156 , - , - , - , - , - , - , 31 , 33 , 2 , 6 , 3 , 3 , 9 , 4 , 5 , 2 , 5 , 8 , 10 , 4 , 10 , 3 , 10 , 8 , - , - , - , - , 1 , - , 177 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.61 , 0.44 , NonCBD , - 
27101200,2,271, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , - , - , NonCBD , - 
27101300,2,271, - , - , - , - , - , 48 , 45 , - , 4 , 45 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 45 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.68 , 0.47 , NonCBD , - 
27101400,2,271, - , - , - , - , - , 69 , 65 , - , 4 , 65 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 65 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.58 , 0.42 , NonCBD , - 
27101500,2,271, - , - , - , - , - , 128 , 118 , - , 10 , 118 , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 118 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.70 , 0.47 , NonCBD , - 
27101600,2,271, - , - , - , - , - , 77 , 75 , - , 2 , 75 , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 75 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.62 , 0.44 , NonCBD , - 
27101700,2,271, 157 , 156 , 1 , - , 156 , 341 , 91 , 247 , 2 , 91 , - , - , 7 , 156 , 1 , - , - , - , - , - , 31 , 33 , 2 , 6 , 3 , 3 , 9 , 4 , 5 , 2 , 5 , 8 , 10 , 4 , 10 , 3 , 10 , 8 , - , - , - , - , 1 , - , 91 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.55 , 0.41 , NonCBD , - 
27101800,2,271, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
27101900,2,271, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , NonCBD , - 
27102000,2,271, 120 , 119 , 1 , - , 119 , 22 , 22 , - , - , 22 , - , - , 2 , 119 , - , - , - , - , - , - , 24 , 25 , 2 , 5 , 2 , 2 , 7 , 3 , 4 , 1 , 4 , 6 , 8 , 3 , 8 , 2 , 7 , 6 , - , - , - , - , 1 , - , 22 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.32 , 0.49 , 0.38 , NonCBD , - 
28100100,2,281," 2,107 "," 2,087 ", 20 , - ," 2,087 ", 912 , 193 , 713 , 6 , 193 , - , 3 , 8 ," 2,087 ", 3 , - , - , - , - , - , 394 , 425 , 77 , 100 , 21 , 12 , 71 , 162 , 132 , - , 55 , 48 , 135 , 60 , 128 , 40 , 126 , 101 , - , - , - , - , 17 , 3 , 193 , - , - , - , 4 , 24 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.37 , NonCBD , - 
28100200,2,281, 437 , 433 , 4 , - , 433 , 259 , 55 , 204 , - , 55 , - , - , 1 , 433 , - , - , - , - , - , - , 82 , 88 , 16 , 21 , 4 , 3 , 15 , 34 , 27 , - , 11 , 10 , 28 , 13 , 26 , 8 , 26 , 21 , - , - , - , - , 3 , 1 , 55 , - , - , - , 1 , 5 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28100300,2,281, 245 , 243 , 2 , - , 243 , 328 , 117 , 200 , 11 , 117 , - , 5 , 7 , 243 , 5 , 918 , 413 , 505 , - , - , 46 , 49 , 9 , 12 , 2 , 1 , 8 , 19 , 15 , - , 6 , 6 , 16 , 7 , 15 , 5 , 15 , 12 , - , - , - , - , 2 , - , 117 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.47 , 0.37 , NonCBD , - 
28100400,2,281," 1,214 "," 1,202 ", 12 , - ," 1,202 ", 435 , 97 , 331 , 6 , 97 , - , 2 , 3 ," 1,202 ", 3 , - , - , - , - , - , 227 , 245 , 44 , 58 , 12 , 7 , 41 , 93 , 76 , - , 31 , 28 , 78 , 35 , 73 , 23 , 73 , 58 , - , - , - , - , 10 , 2 , 97 , - , - , - , 2 , 14 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.38 , NonCBD , - 
28100500,2,281, 891 , 883 , 8 , - , 883 , 325 , 77 , 241 , 7 , 77 , - , 3 , 2 , 883 , 4 , - , - , - , - , - , 167 , 180 , 33 , 42 , 9 , 5 , 30 , 68 , 56 , - , 23 , 20 , 57 , 26 , 54 , 17 , 53 , 43 , - , - , - , - , 7 , 1 , 77 , - , - , - , 2 , 10 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.47 , 0.38 , NonCBD , - 
28100600,2,281, 175 , 174 , 1 , - , 174 , 357 , 77 , 278 , 2 , 77 , - , 1 , 5 , 174 , 2 , - , - , - , - , - , 33 , 35 , 6 , 8 , 2 , 1 , 6 , 14 , 11 , - , 5 , 4 , 11 , 5 , 11 , 3 , 11 , 8 , - , - , - , - , 1 , - , 77 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.38 , NonCBD , - 
28100700,2,281," 1,548 "," 1,534 ", 14 , - ," 1,534 ", 558 , 124 , 429 , 5 , 124 , - , 3 , 5 ," 1,534 ", 3 , - , - , - , - , - , 290 , 312 , 57 , 74 , 15 , 9 , 52 , 119 , 97 , - , 40 , 35 , 99 , 44 , 94 , 30 , 93 , 74 , - , - , - , - , 12 , 2 , 124 , - , - , - , 3 , 18 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.47 , 0.37 , NonCBD , - 
28100800,2,281," 2,556 "," 2,532 ", 24 , - ," 2,532 "," 1,160 ", 242 , 918 , - , 242 , - , - , 10 ," 2,532 ", - , - , - , - , - , - , 478 , 516 , 93 , 122 , 25 , 15 , 86 , 197 , 160 , - , 66 , 58 , 164 , 73 , 155 , 49 , 153 , 122 , - , - , - , - , 20 , 4 , 242 , - , - , - , 5 , 29 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28100900,2,281, 35 , 35 , - , - , 35 ," 2,332 ", 716 ," 1,570 ", 46 , 716 , - , 2 , 59 , 35 , 19 , - , - , - , - , - , 7 , 7 , 1 , 2 , 0 , 0 , 1 , 3 , 2 , - , 1 , 1 , 2 , 1 , 2 , 1 , 2 , 2 , - , - , - , - , - , - , 716 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.52 , 0.43 , NonCBD , - 
28101000,2,281, 182 , 181 , 1 , - , 181 , 73 , 73 , - , - , 73 , - , - , 2 , 181 , - , - , - , - , - , - , 34 , 37 , 7 , 9 , 2 , 1 , 6 , 14 , 11 , - , 5 , 4 , 12 , 5 , 11 , 3 , 11 , 9 , - , - , - , - , 1 , - , 73 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28101100,2,281, 94 , 93 , 1 , - , 93 , 115 , 77 , 38 , - , 77 , - , - , 4 , 93 , - , - , - , - , - , - , 18 , 19 , 3 , 4 , 1 , 1 , 3 , 7 , 6 , - , 2 , 2 , 6 , 3 , 6 , 2 , 6 , 4 , - , - , - , - , 1 , - , 77 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28101200,2,281," 2,019 "," 2,000 ", 19 , - ," 2,000 "," 1,134 ", 243 , 887 , 4 , 243 , - , 3 , 5 ," 2,000 ", 3 , - , - , - , - , - , 378 , 407 , 74 , 96 , 20 , 12 , 68 , 155 , 126 , - , 52 , 46 , 129 , 58 , 122 , 39 , 121 , 97 , - , - , - , - , 16 , 3 , 243 , - , - , - , 4 , 23 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.46 , 0.37 , NonCBD , - 
28200100,2,282, 22 , 22 , - , - , 22 ," 3,375 ", 733 ," 2,642 ", - , 733 , - , - , 12 , 22 , - , - , - , - , - , - , 3 , 3 , 2 , 2 , 0 , 0 , 2 , 2 , 1 , - , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , 733 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28200200,2,282, 547 , 542 , 5 , - , 542 ," 3,352 ", 728 ," 2,624 ", - , 728 , - , - , 14 , 542 , - , - , - , - , - , - , 80 , 82 , 43 , 56 , 11 , 7 , 40 , 37 , 30 , - , 12 , 11 , 27 , 19 , 25 , 12 , 27 , 23 , - , - , - , - , 4 , 1 , 728 , - , - , - , 1 , 6 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28200300,2,282," 1,278 "," 1,266 ", 12 , - ," 1,266 "," 3,471 ", 758 ," 2,713 ", - , 758 , - , - , 14 ," 1,266 ", - , - , - , - , - , - , 186 , 191 , 100 , 130 , 27 , 16 , 93 , 86 , 70 , - , 29 , 26 , 62 , 45 , 59 , 29 , 64 , 53 , - , - , - , - , 10 , 2 , 758 , - , - , - , 3 , 15 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28200400,2,282, 610 , 604 , 6 , - , 604 ," 1,301 ", 313 , 988 , - , 313 , - , - , 6 , 604 , - , - , - , - , - , - , 89 , 91 , 48 , 62 , 13 , 8 , 44 , 41 , 33 , - , 14 , 12 , 30 , 22 , 28 , 14 , 30 , 25 , - , - , - , - , 5 , 1 , 313 , - , - , - , 1 , 7 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28200500,2,282, 232 , 230 , 2 , - , 230 , 459 , 191 , 235 , 32 , 191 , - , 12 , 13 , 230 , 22 , - , - , - , - , - , 34 , 34 , 18 , 24 , 5 , 3 , 17 , 16 , 13 , - , 5 , 5 , 11 , 8 , 11 , 5 , 11 , 10 , - , - , - , - , 2 , - , 191 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.50 , 0.41 , NonCBD , - 
28200600,2,282, 87 , 86 , 1 , - , 86 , 116 , 61 , 55 , - , 61 , - , - , 4 , 86 , - , - , - , - , - , - , 12 , 13 , 7 , 9 , 2 , 1 , 6 , 6 , 5 , - , 2 , 2 , 4 , 3 , 4 , 2 , 4 , 4 , - , - , - , - , 1 , - , 61 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.45 , 0.36 , NonCBD , - 
28200700,2,282, 101 , 100 , 1 , - , 100 , 671 , 388 , 239 , 45 , 388 , - , 7 , 33 , 100 , 10 , - , - , - , - , - , 15 , 15 , 8 , 10 , 2 , 1 , 7 , 7 , 6 , - , 2 , 2 , 5 , 4 , 5 , 2 , 5 , 4 , - , - , - , - , 1 , - , 388 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.66 , 0.38 , NonCBD , - 
28200800,2,282, 265 , 263 , 2 , - , 263 , 22 , 19 , - , 2 , 19 , - , 1 , - , 263 , 1 , - , - , - , - , - , 39 , 40 , 21 , 27 , 6 , 3 , 19 , 18 , 15 , - , 6 , 5 , 13 , 9 , 12 , 6 , 13 , 11 , - , - , - , - , 2 , - , 19 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.54 , 0.39 , NonCBD , - 
28200900,2,282, 547 , 542 , 5 , - , 542 , 110 , 81 , 13 , 17 , 81 , - , 4 , 8 , 542 , 4 , - , - , - , - , - , 80 , 82 , 43 , 56 , 11 , 7 , 40 , 37 , 30 , - , 12 , 11 , 27 , 19 , 25 , 12 , 27 , 23 , - , - , - , - , 4 , 1 , 81 , - , - , - , 1 , 6 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.76 , 0.49 , NonCBD , - 
28300100,2,283, 411 , 408 , 3 , - , 333 , 28 , 25 , - , 2 , 25 , - , - , 3 , 333 , - , - , - , - , - , - , 34 , 31 , - , - , 11 , - , 133 , - , - , 4 , - , 51 , 11 , 15 , 10 , 9 , 13 , 11 , 3 , 55 , 0 , 17 , 3 , - , 25 , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.75 , 0.49 , NonCBD , - 
28300200,2,283," 1,073 "," 1,071 ", 2 , - , 246 , 162 , 160 , - , 2 , 160 , 36 , 2 , 9 , 246 , 2 , - , - , - , - , - , 25 , 23 , - , - , 8 , - , 98 , - , - , 3 , - , 38 , 8 , 11 , 7 , 7 , 10 , 8 , 30 , 602 , 4 , 189 , 2 , - , 160 , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1.00 , 0.60 , 0.48 , 0.38 , NonCBD , - 
